fold_no;output_lats;output_lons;input_lats;input_lons;radius_basis_func;number_basis_func;standardization;rm_annual_cycle;rm_tercile_edges;batch_size;epochs;features;accuracy;loss;RPSS_year1;RPSS_year2;min_percentage;max_percentage;history
5;slice(63, 52, None);slice(67, 78, None);slice(90, -90, None);slice(0, 360, None);8;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.39784789085388184;1.0773972272872925;0.041200485358780785;-0.023130950088983897;0.08416016399860382;0.7726987600326538;{'loss': [1.0936391353607178, 1.078442096710205, 1.0706154108047485, 1.0627573728561401, 1.055957317352295], 'accuracy': [0.37280529737472534, 0.4200897514820099, 0.43153825402259827, 0.4360750913619995, 0.44667190313339233], 'val_loss': [1.0899125337600708, 1.0826616287231445, 1.0847032070159912, 1.0819886922836304, 1.077397346496582], 'val_accuracy': [0.3872346580028534, 0.40197524428367615, 0.3909198045730591, 0.38856130838394165, 0.39784789085388184]}
5;slice(63, 52, None);slice(67, 78, None);slice(90, -90, None);slice(0, 360, None);8;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.3965212404727936;1.0801829099655151;0.03942510186399599;-0.051766591109572296;0.05913042649626732;0.835927426815033;{'loss': [1.0497983694076538, 1.0453667640686035, 1.041335105895996, 1.0368833541870117, 1.033564805984497], 'accuracy': [0.45263364911079407, 0.4592832922935486, 0.46373820304870605, 0.4659656584262848, 0.46789830923080444], 'val_loss': [1.0715382099151611, 1.0806537866592407, 1.0704693794250488, 1.0765511989593506, 1.0801829099655151], 'val_accuracy': [0.4150943458080292, 0.3962264060974121, 0.40566039085388184, 0.3991745412349701, 0.3965212404727936]}
6;slice(63, 52, None);slice(67, 78, None);slice(90, -90, None);slice(0, 360, None);8;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.4285082519054413;1.0623939037322998;0.0055062392928407295;-0.0075434032299635835;0.07022387534379959;0.8166400790214539;{'loss': [1.0982906818389893, 1.08366060256958, 1.0768332481384277, 1.068827509880066, 1.0651156902313232], 'accuracy': [0.36248689889907837, 0.4006977081298828, 0.4160115420818329, 0.421612948179245, 0.4306374490261078], 'val_loss': [1.0936697721481323, 1.0782537460327148, 1.0693142414093018, 1.0696697235107422, 1.0623940229415894], 'val_accuracy': [0.35657429695129395, 0.42172759771347046, 0.4448702931404114, 0.41789504885673523, 0.4285082519054413]}
6;slice(63, 52, None);slice(67, 78, None);slice(90, -90, None);slice(0, 360, None);8;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.42393869161605835;1.0624803304672241;0.0020464836066948;-0.031196216361514182;0.06257907301187515;0.8386631011962891;{'loss': [1.0606083869934082, 1.0547206401824951, 1.052127480506897, 1.0507947206497192, 1.0441335439682007], 'accuracy': [0.4406610429286957, 0.44446080923080444, 0.4563351571559906, 0.4517000913619995, 0.4602823555469513], 'val_loss': [1.06136953830719, 1.0609157085418701, 1.0636039972305298, 1.0588434934616089, 1.0624803304672241], 'val_accuracy': [0.4282134473323822, 0.4304245412349701, 0.42128539085388184, 0.4348466992378235, 0.42393869161605835]}
7;slice(63, 52, None);slice(67, 78, None);slice(90, -90, None);slice(0, 360, None);8;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.3754422068595886;1.0947579145431519;-0.0028231134339174136;-0.02523649645077026;0.16444170475006104;0.6548963785171509;{'loss': [1.100837230682373, 1.0911059379577637, 1.0827659368515015, 1.074195146560669, 1.0706274509429932], 'accuracy': [0.33542975783348083, 0.38816824555397034, 0.40154939889907837, 0.42015525698661804, 0.43143999576568604], 'val_loss': [1.0944167375564575, 1.1086097955703735, 1.1006269454956055, 1.091699481010437, 1.0947582721710205], 'val_accuracy': [0.3220813572406769, 0.3220813572406769, 0.3102889060974121, 0.37706369161605835, 0.3754422068595886]}
7;slice(63, 52, None);slice(67, 78, None);slice(90, -90, None);slice(0, 360, None);8;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.3860554099082947;1.0997945070266724;-0.021359358885658493;-0.033793153346546555;0.12686149775981903;0.7315096855163574;{'loss': [1.0611674785614014, 1.061572790145874, 1.054911494255066, 1.0540837049484253, 1.051941990852356], 'accuracy': [0.4402843415737152, 0.44159460067749023, 0.44495218992233276, 0.445574551820755, 0.45024240016937256], 'val_loss': [1.1067873239517212, 1.0982497930526733, 1.0891361236572266, 1.0894548892974854, 1.0997945070266724], 'val_accuracy': [0.33800119161605835, 0.35583725571632385, 0.40418630838394165, 0.4065448045730591, 0.3860554099082947]}
8;slice(63, 52, None);slice(67, 78, None);slice(90, -90, None);slice(0, 360, None);8;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.4316037595272064;1.0695102214813232;0.03134260948706036;-0.048525989253840614;0.12063831090927124;0.6855263710021973;{'loss': [1.1027634143829346, 1.0930989980697632, 1.0812748670578003, 1.074025273323059, 1.0645225048065186], 'accuracy': [0.3445689082145691, 0.37879979610443115, 0.41473400592803955, 0.425429105758667, 0.4330614507198334], 'val_loss': [1.091842770576477, 1.0782873630523682, 1.0760014057159424, 1.0782148838043213, 1.0695103406906128], 'val_accuracy': [0.38045400381088257, 0.4033018946647644, 0.42570754885673523, 0.4372051954269409, 0.4316037595272064]}
8;slice(63, 52, None);slice(67, 78, None);slice(90, -90, None);slice(0, 360, None);8;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.39150944352149963;1.0692986249923706;0.03623023597499906;-0.04621879563231601;0.06810088455677032;0.750927209854126;{'loss': [1.0591790676116943, 1.0602409839630127, 1.055191159248352, 1.0489747524261475, 1.047682762145996], 'accuracy': [0.44190579652786255, 0.43638625741004944, 0.4535180926322937, 0.45584380626678467, 0.4586281478404999], 'val_loss': [1.073338508605957, 1.0675338506698608, 1.0692260265350342, 1.0759919881820679, 1.0692986249923706], 'val_accuracy': [0.450619101524353, 0.4441332519054413, 0.4463443458080292, 0.45371460914611816, 0.39150944352149963]}
9;slice(63, 52, None);slice(67, 78, None);slice(90, -90, None);slice(0, 360, None);8;16;True;True;True;32;5;['lower_t2m', 'upper_t2m'];0.4316037595272064;1.0722644329071045;-0.036242678565702534;0.027576152235541978;0.05595977604389191;0.852213442325592;{'loss': [1.0923221111297607, 1.073024868965149, 1.0622267723083496, 1.057119369506836, 1.0510109663009644], 'accuracy': [0.37514740228652954, 0.418582946062088, 0.43722155690193176, 0.4399731457233429, 0.4501277506351471], 'val_loss': [1.0752512216567993, 1.06521737575531, 1.0700464248657227, 1.0676629543304443, 1.0722644329071045], 'val_accuracy': [0.4460495412349701, 0.47007665038108826, 0.4658018946647644, 0.45739975571632385, 0.4316037595272064]}
9;slice(63, 52, None);slice(67, 78, None);slice(90, -90, None);slice(0, 360, None);8;16;True;True;True;32;10;['lower_t2m', 'upper_t2m'];0.43204599618911743;1.0807896852493286;-0.033780961173686605;-0.0025752136642659493;0.050225354731082916;0.8543902039527893;{'loss': [1.0474987030029297, 1.0453537702560425, 1.0371170043945312, 1.0345773696899414, 1.031720519065857], 'accuracy': [0.45002949237823486, 0.45261725783348083, 0.47168174386024475, 0.4653760492801666, 0.4702731966972351], 'val_loss': [1.076662540435791, 1.0702942609786987, 1.0794388055801392, 1.0826255083084106, 1.0807896852493286], 'val_accuracy': [0.41465210914611816, 0.4475235939025879, 0.42659199237823486, 0.4221698045730591, 0.43204599618911743]}
